-1.000000000000000000e+00,-9.000000000000000000e+00,-8.000000000000000000e+00,-6.000000000000000000e+00,-4.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-5.146484375000000000e-01,-3.619384765625000000e-02,8.559570312500000000e-01,3.326416015625000000e-02
4.000000000000000000e+00,-1.000000000000000000e+00,-5.000000000000000000e+00,-8.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-5.146484375000000000e-01,-3.619384765625000000e-02,8.559570312500000000e-01,3.326416015625000000e-02
-3.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-8.000000000000000000e+00,-3.000000000000000000e+00,-5.000000000000000000e+00,-2.000000000000000000e+00,-5.130004882812500000e-01,-3.564453125000000000e-02,8.569335937500000000e-01,3.485107421875000000e-02
2.000000000000000000e+00,-5.000000000000000000e+00,6.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-5.130004882812500000e-01,-3.564453125000000000e-02,8.569335937500000000e-01,3.485107421875000000e-02
2.000000000000000000e+00,8.000000000000000000e+00,2.000000000000000000e+00,-1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,-5.130004882812500000e-01,-3.564453125000000000e-02,8.569335937500000000e-01,3.485107421875000000e-02
-2.000000000000000000e+00,-1.100000000000000000e+01,-8.000000000000000000e+00,-2.000000000000000000e+00,-3.000000000000000000e+00,-1.000000000000000000e+00,-2.000000000000000000e+00,-3.000000000000000000e+00,-5.130004882812500000e-01,-3.564453125000000000e-02,8.569335937500000000e-01,3.485107421875000000e-02
1.000000000000000000e+00,-1.400000000000000000e+01,-1.300000000000000000e+01,-1.500000000000000000e+01,-1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,-5.121459960937500000e-01,-3.582763671875000000e-02,8.574218750000000000e-01,3.552246093750000000e-02
-1.000000000000000000e+00,1.500000000000000000e+01,1.300000000000000000e+01,1.400000000000000000e+01,0.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,-5.121459960937500000e-01,-3.582763671875000000e-02,8.574218750000000000e-01,3.552246093750000000e-02
-1.000000000000000000e+00,-2.000000000000000000e+00,-7.000000000000000000e+00,-3.000000000000000000e+00,-1.000000000000000000e+01,-7.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-5.121459960937500000e-01,-3.582763671875000000e-02,8.574218750000000000e-01,3.552246093750000000e-02
0.000000000000000000e+00,2.500000000000000000e+01,1.700000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,2.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-5.121459960937500000e-01,-3.582763671875000000e-02,8.574218750000000000e-01,3.552246093750000000e-02
0.000000000000000000e+00,-5.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-2.000000000000000000e+00,-3.000000000000000000e+00,-1.000000000000000000e+00,-5.115966796875000000e-01,-3.613281250000000000e-02,8.577270507812500000e-01,3.540039062500000000e-02
-4.000000000000000000e+00,-1.300000000000000000e+01,-6.000000000000000000e+00,-3.000000000000000000e+00,-4.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,-5.115966796875000000e-01,-3.613281250000000000e-02,8.577270507812500000e-01,3.540039062500000000e-02
1.000000000000000000e+00,1.300000000000000000e+01,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,-5.115966796875000000e-01,-3.613281250000000000e-02,8.577270507812500000e-01,3.540039062500000000e-02
1.000000000000000000e+00,-1.200000000000000000e+01,-7.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-5.115966796875000000e-01,-3.613281250000000000e-02,8.577270507812500000e-01,3.540039062500000000e-02
-6.000000000000000000e+00,-9.000000000000000000e+00,2.000000000000000000e+00,-1.800000000000000000e+01,-5.000000000000000000e+00,-2.000000000000000000e+00,-1.000000000000000000e+00,-3.000000000000000000e+00,-5.113525390625000000e-01,-3.625488281250000000e-02,8.578491210937500000e-01,3.521728515625000000e-02
-2.000000000000000000e+00,6.000000000000000000e+00,-7.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,-5.113525390625000000e-01,-3.625488281250000000e-02,8.578491210937500000e-01,3.521728515625000000e-02
-3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,-6.000000000000000000e+00,-3.000000000000000000e+00,-4.000000000000000000e+00,-3.000000000000000000e+00,-1.000000000000000000e+00,-5.113525390625000000e-01,-3.625488281250000000e-02,8.578491210937500000e-01,3.521728515625000000e-02
0.000000000000000000e+00,-1.200000000000000000e+01,4.000000000000000000e+00,8.000000000000000000e+00,-7.000000000000000000e+00,-2.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-5.113525390625000000e-01,-3.625488281250000000e-02,8.578491210937500000e-01,3.521728515625000000e-02
-1.000000000000000000e+00,7.000000000000000000e+00,-2.000000000000000000e+00,5.000000000000000000e+00,1.400000000000000000e+01,2.000000000000000000e+00,-2.000000000000000000e+00,-1.000000000000000000e+00,-5.114135742187500000e-01,-3.625488281250000000e-02,8.578491210937500000e-01,3.503417968750000000e-02
